id;modulo;unidad;seite;espanol;deutsch;beispiel
v_177_14;Módulo 5;Módulo 5;177;casi;fast;Ya son casi las doce del mediodía.
v_177_15;Módulo 5;Módulo 5;177;hace calor;es ist heiß;
v_177_16;Módulo 5;Módulo 5;177;hace buen tiempo;das Wetter ist gut;
v_177_17;Módulo 5;Módulo 5;177;la playa;der Strand;¡Vamos a la playa!
v_177_18;Módulo 5;Módulo 5;177;pasear (por);spazieren gehen (in);¿Quieres pasear por el barrio?
v_177_19;Módulo 5;Módulo 5;177;el museo;das Museum;
v_177_20;Módulo 5;Módulo 5;177;la sorpresa;die Überraschung;
v_177_21;Módulo 5;Módulo 5;177;la semana que viene;nächste Woche;
v_177_22;Módulo 5;Módulo 5;177;el beso;der Kuss, das Küsschen;
v_177_23;Módulo 5;Módulo 5;177;el abrazo;die Umarmung;
v_177_24;Módulo 5;Módulo 5;177;Rocafort;Gemeinde in der Autonomen Gemeinschaft Valencia;
v_177_25;Módulo 5;Módulo 5;177;Asturias;Autonome Gemeinschaft im Norden Spaniens;
v_177_26;Módulo 5;Módulo 5;177;Granada;Stadt in Andalusien, bekannt für die Alhambra;
v_177_27;Módulo 5;Módulo 5;177;los Pirineos;Gebirge im Norden Spaniens, an der Grenze zu Frankreich;
v_177_28;Módulo 5;Módulo 5;177;Colombia;Land in Südamerika;
v_177_29;Módulo 5;Módulo 5;177;San Sebastián;Stadt im Baskenland;
v_177_30;Módulo 5;Palabrateca – Actividades en las vacaciones;177;pasar las vacaciones en casa;die Ferien zuhause verbringen;
v_177_31;Módulo 5;Palabrateca – Actividades en las vacaciones;177;ir a la playa;zum Strand gehen;
v_177_32;Módulo 5;Palabrateca – Actividades en las vacaciones;177;ir a la piscina;ins Schwimmbad gehen;
v_177_33;Módulo 5;Palabrateca – Actividades en las vacaciones;177;ir a un concierto / a una exposición;in ein Konzert / in eine Ausstellung gehen;
v_177_34;Módulo 5;Palabrateca – Actividades en las vacaciones;177;tomar el sol;sich sonnen;
v_177_35;Módulo 5;Palabrateca – Actividades en las vacaciones;177;esquiar;Ski fahren;
v_177_36;Módulo 5;Palabrateca – Actividades en las vacaciones;177;hacer senderismo;wandern;
v_177_37;Módulo 5;Palabrateca – Actividades en las vacaciones;177;hacer barranquismo;Canyoning machen;
v_177_38;Módulo 5;Palabrateca – Actividades en las vacaciones;177;hacer rutas en bici de montaña;Mountainbike fahren;
